OG	GCA_000634175__GCA_000634215	GCA_000634175__GCA_000634255	GCA_000634175__GCA_000634275	GCA_000634175__GCA_000634335	GCA_000634175__GCA_000634375	GCA_000634175__GCA_000634795	GCA_000634175__GCA_000635055	GCA_000634175__GCA_000635095	GCA_000634175__GCA_000635215	GCA_000634175__GCA_000635395	GCA_000634175__GCA_000635755	GCA_000634175__GCA_003280805	GCA_000634175__GCA_003280815	GCA_000634175__GCA_902533015	GCA_000634175__GCA_902537995	GCA_000634175__GCA_902551645	GCA_000634175__GCA_902555385	GCA_000634175__GCA_902618405	GCA_000634175__GCA_902619715	GCA_000634175__GCA_902623015	GCA_000634215__GCA_000634255	GCA_000634215__GCA_000634275	GCA_000634215__GCA_000634335	GCA_000634215__GCA_000634375	GCA_000634215__GCA_000634795	GCA_000634215__GCA_000635055	GCA_000634215__GCA_000635095	GCA_000634215__GCA_000635215	GCA_000634215__GCA_000635395	GCA_000634215__GCA_000635755	GCA_000634215__GCA_003280805	GCA_000634215__GCA_003280815	GCA_000634215__GCA_902533015	GCA_000634215__GCA_902537995	GCA_000634215__GCA_902551645	GCA_000634215__GCA_902555385	GCA_000634215__GCA_902618405	GCA_000634215__GCA_902619715	GCA_000634215__GCA_902623015	GCA_000634255__GCA_000634275	GCA_000634255__GCA_000634335	GCA_000634255__GCA_000634375	GCA_000634255__GCA_000634795	GCA_000634255__GCA_000635055	GCA_000634255__GCA_000635095	GCA_000634255__GCA_000635215	GCA_000634255__GCA_000635395	GCA_000634255__GCA_000635755	GCA_000634255__GCA_003280805	GCA_000634255__GCA_003280815	GCA_000634255__GCA_902533015	GCA_000634255__GCA_902537995	GCA_000634255__GCA_902551645	GCA_000634255__GCA_902555385	GCA_000634255__GCA_902618405	GCA_000634255__GCA_902619715	GCA_000634255__GCA_902623015	GCA_000634275__GCA_000634335	GCA_000634275__GCA_000634375	GCA_000634275__GCA_000634795	GCA_000634275__GCA_000635055	GCA_000634275__GCA_000635095	GCA_000634275__GCA_000635215	GCA_000634275__GCA_000635395	GCA_000634275__GCA_000635755	GCA_000634275__GCA_003280805	GCA_000634275__GCA_003280815	GCA_000634275__GCA_902533015	GCA_000634275__GCA_902537995	GCA_000634275__GCA_902551645	GCA_000634275__GCA_902555385	GCA_000634275__GCA_902618405	GCA_000634275__GCA_902619715	GCA_000634275__GCA_902623015	GCA_000634335__GCA_000634375	GCA_000634335__GCA_000634795	GCA_000634335__GCA_000635055	GCA_000634335__GCA_000635095	GCA_000634335__GCA_000635215	GCA_000634335__GCA_000635395	GCA_000634335__GCA_000635755	GCA_000634335__GCA_003280805	GCA_000634335__GCA_003280815	GCA_000634335__GCA_902533015	GCA_000634335__GCA_902537995	GCA_000634335__GCA_902551645	GCA_000634335__GCA_902555385	GCA_000634335__GCA_902618405	GCA_000634335__GCA_902619715	GCA_000634335__GCA_902623015	GCA_000634375__GCA_000634795	GCA_000634375__GCA_000635055	GCA_000634375__GCA_000635095	GCA_000634375__GCA_000635215	GCA_000634375__GCA_000635395	GCA_000634375__GCA_000635755	GCA_000634375__GCA_003280805	GCA_000634375__GCA_003280815	GCA_000634375__GCA_902533015	GCA_000634375__GCA_902537995	GCA_000634375__GCA_902551645	GCA_000634375__GCA_902555385	GCA_000634375__GCA_902618405	GCA_000634375__GCA_902619715	GCA_000634375__GCA_902623015	GCA_000634795__GCA_000635055	GCA_000634795__GCA_000635095	GCA_000634795__GCA_000635215	GCA_000634795__GCA_000635395	GCA_000634795__GCA_000635755	GCA_000634795__GCA_003280805	GCA_000634795__GCA_003280815	GCA_000634795__GCA_902533015	GCA_000634795__GCA_902537995	GCA_000634795__GCA_902551645	GCA_000634795__GCA_902555385	GCA_000634795__GCA_902618405	GCA_000634795__GCA_902619715	GCA_000634795__GCA_902623015	GCA_000635055__GCA_000635095	GCA_000635055__GCA_000635215	GCA_000635055__GCA_000635395	GCA_000635055__GCA_000635755	GCA_000635055__GCA_003280805	GCA_000635055__GCA_003280815	GCA_000635055__GCA_902533015	GCA_000635055__GCA_902537995	GCA_000635055__GCA_902551645	GCA_000635055__GCA_902555385	GCA_000635055__GCA_902618405	GCA_000635055__GCA_902619715	GCA_000635055__GCA_902623015	GCA_000635095__GCA_000635215	GCA_000635095__GCA_000635395	GCA_000635095__GCA_000635755	GCA_000635095__GCA_003280805	GCA_000635095__GCA_003280815	GCA_000635095__GCA_902533015	GCA_000635095__GCA_902537995	GCA_000635095__GCA_902551645	GCA_000635095__GCA_902555385	GCA_000635095__GCA_902618405	GCA_000635095__GCA_902619715	GCA_000635095__GCA_902623015	GCA_000635215__GCA_000635395	GCA_000635215__GCA_000635755	GCA_000635215__GCA_003280805	GCA_000635215__GCA_003280815	GCA_000635215__GCA_902533015	GCA_000635215__GCA_902537995	GCA_000635215__GCA_902551645	GCA_000635215__GCA_902555385	GCA_000635215__GCA_902618405	GCA_000635215__GCA_902619715	GCA_000635215__GCA_902623015	GCA_000635395__GCA_000635755	GCA_000635395__GCA_003280805	GCA_000635395__GCA_003280815	GCA_000635395__GCA_902533015	GCA_000635395__GCA_902537995	GCA_000635395__GCA_902551645	GCA_000635395__GCA_902555385	GCA_000635395__GCA_902618405	GCA_000635395__GCA_902619715	GCA_000635395__GCA_902623015	GCA_000635755__GCA_003280805	GCA_000635755__GCA_003280815	GCA_000635755__GCA_902533015	GCA_000635755__GCA_902537995	GCA_000635755__GCA_902551645	GCA_000635755__GCA_902555385	GCA_000635755__GCA_902618405	GCA_000635755__GCA_902619715	GCA_000635755__GCA_902623015	GCA_003280805__GCA_003280815	GCA_003280805__GCA_902533015	GCA_003280805__GCA_902537995	GCA_003280805__GCA_902551645	GCA_003280805__GCA_902555385	GCA_003280805__GCA_902618405	GCA_003280805__GCA_902619715	GCA_003280805__GCA_902623015	GCA_003280815__GCA_902533015	GCA_003280815__GCA_902537995	GCA_003280815__GCA_902551645	GCA_003280815__GCA_902555385	GCA_003280815__GCA_902618405	GCA_003280815__GCA_902619715	GCA_003280815__GCA_902623015	GCA_902533015__GCA_902537995	GCA_902533015__GCA_902551645	GCA_902533015__GCA_902555385	GCA_902533015__GCA_902618405	GCA_902533015__GCA_902619715	GCA_902533015__GCA_902623015	GCA_902537995__GCA_902551645	GCA_902537995__GCA_902555385	GCA_902537995__GCA_902618405	GCA_902537995__GCA_902619715	GCA_902537995__GCA_902623015	GCA_902551645__GCA_902555385	GCA_902551645__GCA_902618405	GCA_902551645__GCA_902619715	GCA_902551645__GCA_902623015	GCA_902555385__GCA_902618405	GCA_902555385__GCA_902619715	GCA_902555385__GCA_902623015	GCA_902618405__GCA_902619715	GCA_902618405__GCA_902623015	GCA_902619715__GCA_902623015
OG0001012	0.0117	0	0	0.0114	-	0	-	0	-	0	0	0.0116	0	0	0	0	0	0.0117	0.0233	-	0.0117	0.0117	0.0234	-	0.0117	-	0.0117	-	0.0117	0.0117	0.0238	0.0117	0.0117	0.0117	0.0117	0.0117	0.0240	0.0361	-	0	0.0114	-	0	-	0	-	0	0	0.0116	0	0	0	0	0	0.0117	0.0233	-	0.0114	-	0	-	0	-	0	0	0.0116	0	0	0	0	0	0.0117	0.0233	-	-	0.0114	-	0.0114	-	0.0114	0.0114	0.0230	0.0114	0.0114	0.0114	0.0114	0.0114	0.0233	0.0350	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	-	0	0	0.0116	0	0	0	0	0	0.0117	0.0233	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0.0116	0	0	0	0	0	0.0117	0.0233	-	-	-	-	-	-	-	-	-	-	-	-	0	0.0116	0	0	0	0	0	0.0117	0.0233	-	0.0116	0	0	0	0	0	0.0117	0.0233	-	0.0116	0.0115	0.0116	0.0116	0.0116	0	0.0354	-	0	0	0	0	0.0117	0.0233	-	0	0	0	0.0116	0.0232	-	0	0	0.0117	0.0233	-	0	0.0117	0.0233	-	0.0117	0.0233	-	0.0357	-	-
OG0001013	0.0065	0	0	0	0	0	0	0	0	0	0.0129	0	0.0065	0	0	0	0	0	0.0065	-	0.0065	0.0065	0.0065	0.0065	0.0065	0.0065	0.0065	0.0065	0.0065	0.0197	0.0065	0.0132	0.0065	0.0065	0.0065	0.0065	0.0065	0.0132	-	0	0	0	0	0	0	0	0	0.0129	0	0.0065	0	0	0	0	0	0.0065	-	0	0	0	0	0	0	0	0.0129	0	0.0065	0	0	0	0	0	0.0065	-	0	0	0	0	0	0	0.0130	0	0.0065	0	0	0	0	0	0.0065	-	0	0	0	0	0	0.0130	0	0.0065	0	0	0	0	0	0.0065	-	0	0	0	0	0.0129	0	0.0065	0	0	0	0	0	0.0065	-	0	0	0	0.0129	0	0.0065	0	0	0	0	0	0.0065	-	0	0	0.0130	0	0.0065	0	0	0	0	0	0.0065	-	0	0.0129	0	0.0065	0	0	0	0	0	0.0065	-	0.0129	0	0.0065	0	0	0	0	0	0.0065	-	0.0130	0.0065	0.0130	0.0129	0.0129	0.0130	0.0130	0.0130	-	0.0065	0	0	0	0	0	0.0065	-	0.0065	0.0065	0.0065	0.0065	0.0065	0.0065	-	0	0	0	0	0.0065	-	0	0	0	0.0065	-	0	0	0.0065	-	0	0.0065	-	0.0065	-	-
OG0001014	0.0054	0.0054	0.0054	0.0054	0.0054	0.0054	0.0054	0.0108	0.0108	0.0054	0.0054	-	0.0054	0.0054	0.0054	0.0054	0.0054	0.0054	0.0165	-	0	0	0	0	0	0	0.0054	0.0054	0	0	-	0	0	0	0	0	0	0.0109	-	0	0	0	0	0	0.0054	0.0054	0	0	-	0	0	0	0	0	0	0.0110	-	0	0	0	0	0.0054	0.0054	0	0	-	0	0	0	0	0	0	0.0109	-	0	0	0	0.0054	0.0054	0	0	-	0	0	0	0	0	0	0.0110	-	0	0	0.0054	0.0054	0	0	-	0	0	0	0	0	0	0.0109	-	0	0.0054	0.0054	0	0	-	0	0	0	0	0	0	0.0110	-	0.0054	0.0054	0	0	-	0	0	0	0	0	0	0.0110	-	0.0108	0.0054	0.0054	-	0.0054	0.0054	0.0054	0.0054	0.0054	0.0054	0.0165	-	0.0054	0.0054	-	0.0054	0.0054	0.0054	0.0054	0.0054	0.0054	0.0165	-	0	-	0	0	0	0	0	0	0.0110	-	-	0	0	0	0	0	0	0.0109	-	-	-	-	-	-	-	-	-	0	0	0	0	0	0.0110	-	0	0	0	0	0.0110	-	0	0	0	0.0109	-	0	0	0.0109	-	0	0.0110	-	0.0110	-	-
OG0001015	0.0145	0.0096	0.0096	0.0144	0.0145	0.0096	0.0096	0.0145	0.0096	0.0096	0.0096	0.0096	0.0096	0.0194	0.0096	0.0096	0.0096	0.0096	0.0096	0.0145	0.0048	0.0048	0.0096	0	0.0048	0.0048	0.0097	0.0048	0.0048	0.0048	0.0048	0.0048	0.0146	0.0048	0.0048	0.0048	0.0048	0.0048	0.0097	0	0.0048	0.0048	0	0	0.0048	0	0	0	0	0	0.0097	0	0	0	0	0	0.0048	0.0048	0.0048	0	0	0.0048	0	0	0	0	0	0.0097	0	0	0	0	0	0.0048	0.0096	0.0048	0.0048	0.0096	0.0048	0.0048	0.0048	0.0048	0.0048	0.0145	0.0048	0.0048	0.0048	0.0048	0.0048	0.0096	0.0048	0.0048	0.0097	0.0048	0.0048	0.0048	0.0048	0.0048	0.0146	0.0048	0.0048	0.0048	0.0048	0.0048	0.0097	0	0.0048	0	0	0	0	0	0.0097	0	0	0	0	0	0.0048	0.0048	0	0	0	0	0	0.0097	0	0	0	0	0	0.0048	0.0048	0.0048	0.0048	0.0048	0.0048	0.0147	0.0048	0.0048	0.0048	0.0048	0.0048	0.0097	0	0	0	0	0.0097	0	0	0	0	0	0.0048	0	0	0	0.0097	0	0	0	0	0	0.0048	0	0	0.0097	0	0	0	0	0	0.0048	0	0.0097	0	0	0	0	0	0.0048	0.0097	0	0	0	0	0	0.0048	0.0097	0.0097	0.0097	0.0097	0.0097	0.0048	0	0	0	0	0.0048	0	0	0	0.0048	0	0	0.0048	0	0.0048	0.0048
OG0001018	0	-	0	0	0	0	0	0	0	0	0	0.0125	0	0	0.0122	-	-	0.0125	-	0	-	0	0	0	0	0	0	0	0	0	0.0125	0	0	0.0122	-	-	0.0125	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0	0	0	0	0	0	0.0125	0	0	0.0122	-	-	0.0125	-	0	0	0	0	0	0	0	0	0.0125	0	0	0.0122	-	-	0.0125	-	0	0	0	0	0	0	0	0.0126	0	0	0.0123	-	-	0.0126	-	0	0	0	0	0	0	0.0125	0	0	0.0122	-	-	0.0125	-	0	0	0	0	0	0.0125	0	0	0.0122	-	-	0.0125	-	0	0	0	0	0.0125	0	0	0.0122	-	-	0.0125	-	0	0	0	0.0125	0	0	0.0122	-	-	0.0125	-	0	0	0.0125	0	0	0.0122	-	-	0.0125	-	0	0.0125	0	0	0.0122	-	-	0.0125	-	0	0.0125	0.0125	0.0249	-	-	0	-	0.0125	0	0.0122	-	-	0.0125	-	0	0.0122	-	-	0.0125	-	0	-	-	0.0249	-	0.0122	-	-	-	-	-	-	-	-	0.0125	-
OG0001023	0	0	0	-	0	0	0.0085	0	0	0	0	0	0	-	0	0	0	0	-	0	0	0	-	0	0	0.0085	0	0	0	0	0	0	-	0	0	0	0	-	0	0	-	0	0	0.0085	0	0	0	0	0	0	-	0	0	0	0	-	0	-	0	0	0.0085	0	0	0	0	0	0	-	0	0	0	0	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0.0085	0	0	0	0	0	0	-	0	0	0	0	-	0	0.0085	0	0	0	0	0	0	-	0	0	0	0	-	0	0.0085	0.0085	0.0085	0.0085	0.0085	0.0085	-	0.0085	0.0085	0.0085	0.0085	-	0.0085	0	0	0	0	0	-	0	0	0	0	-	0	0	0	0	0	-	0	0	0	0	-	0	0	0	0	-	0	0	0	0	-	0	0	0	-	0	0	0	0	-	0	0	-	0	0	0	0	-	0	-	0	0	0	0	-	0	-	-	-	-	-	-	0	0	0	-	0	0	0	-	0	0	-	0	-	0	-
OG0001024	0.0144	0.0072	0.0143	0.0072	0.0145	0.0072	0.0072	0.0072	0.0072	0.0072	-	0.0072	0.0145	-	0.0072	0.0143	-	0.0072	0.0144	-	0.0071	0.0142	0.0071	0.0144	0.0071	0.0071	0.0071	0.0071	0.0071	-	0.0071	0.0144	-	0.0071	0.0142	-	0.0071	0.0143	-	0.0071	0	0.0072	0	0	0	0	0	-	0	0.0072	-	0	0.0071	-	0	0.0071	-	0.0071	0.0143	0.0071	0.0071	0.0071	0.0071	0.0071	-	0.0071	0.0143	-	0.0071	0	-	0.0071	0.0143	-	0.0072	0	0	0	0	0	-	0	0.0072	-	0	0.0071	-	0	0.0071	-	0.0072	0.0072	0.0072	0.0072	0.0072	-	0.0072	0.0145	-	0.0072	0.0143	-	0.0072	0.0144	-	0	0	0	0	-	0	0.0072	-	0	0.0071	-	0	0.0071	-	0	0	0	-	0	0.0072	-	0	0.0071	-	0	0.0071	-	0	0	-	0	0.0072	-	0	0.0071	-	0	0.0071	-	0	-	0	0.0072	-	0	0.0071	-	0	0.0071	-	-	0	0.0072	-	0	0.0071	-	0	0.0071	-	-	-	-	-	-	-	-	-	-	0.0072	-	0	0.0071	-	0	0.0071	-	-	0.0072	0.0143	-	0.0072	0.0144	-	-	-	-	-	-	-	0.0071	-	0	0.0071	-	-	0.0071	0.0143	-	-	-	-	0.0071	-	-
OG0001028	0.1947	0.0069	0.0069	0.0212	0.0069	0.0138	0.0138	0.0212	0.0069	0.0069	3.7250	0.0069	0.0210	0.0209	0.0069	-	0.0138	0.0069	0.0138	-	0.1875	0.1875	0.1804	0.1875	0.1947	0.1952	0.1899	0.1875	0.1875	3.7085	0.1876	0.1973	0.1967	0.1875	-	0.1955	0.1876	0.1959	-	0	0.0142	0	0.0069	0.0069	0.0142	0	0	3.7194	0	0.0140	0.0140	0	-	0.0069	0	0.0069	-	0.0142	0	0.0069	0.0069	0.0142	0	0	3.7194	0	0.0140	0.0140	0	-	0.0069	0	0.0069	-	0.0142	0.0212	0.0212	0.0143	0.0142	0.0142	3.7101	0.0142	0.0142	0.0287	0.0142	-	0.0212	0.0142	0.0213	-	0.0069	0.0069	0.0142	0	0	3.7194	0	0.0140	0.0140	0	-	0.0069	0	0.0069	-	0.0138	0.0212	0.0069	0.0069	3.7249	0.0069	0.0210	0.0209	0.0069	-	0.0138	0.0069	0.0138	-	0.0212	0.0069	0.0069	3.7254	0.0069	0.0210	0.0209	0.0069	-	0.0138	0.0069	0.0138	-	0.0142	0.0142	3.7095	0.0142	0.0142	0.0287	0.0142	-	0.0212	0.0142	0.0213	-	0	3.7194	0	0.0140	0.0140	0	-	0.0069	0	0.0069	-	3.7194	0	0.0140	0.0140	0	-	0.0069	0	0.0069	-	3.7190	3.7165	3.7204	3.7194	-	3.7245	3.7190	3.7229	-	0.0140	0.0140	0	-	0.0069	0	0.0069	-	0.0285	0.0140	-	0.0210	0.0140	0.0211	-	0.0140	-	0.0209	0.0140	0.0210	-	-	0.0069	0	0.0069	-	-	-	-	-	0.0069	0.0138	-	0.0069	-	-
OG0001029	0.1392	0	0	0	0	0	0	0	0	0	0.1422	0	0	0	0	0	0	0	0	-	0.1392	0.1392	0.1392	0.1392	0.1392	0.1392	0.1392	0.1392	0.1392	0.1648	0.1392	0.1392	0.1392	0.1392	0.1392	0.1392	0.1392	0.1392	-	0	0	0	0	0	0	0	0	0.1422	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0.1422	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0.1422	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0.1422	0	0	0	0	0	0	0	0	-	0	0	0	0	0.1422	0	0	0	0	0	0	0	0	-	0	0	0	0.1422	0	0	0	0	0	0	0	0	-	0	0	0.1422	0	0	0	0	0	0	0	0	-	0	0.1422	0	0	0	0	0	0	0	0	-	0.1422	0	0	0	0	0	0	0	0	-	0.1422	0.1422	0.1422	0.1422	0.1422	0.1422	0.1422	0.1422	-	0	0	0	0	0	0	0	-	0	0	0	0	0	0	-	0	0	0	0	0	-	0	0	0	0	-	0	0	0	-	0	0	-	0	-	-
OG0001030	0.1966	0	0	0	0.0189	0	0	0	0	0	0.0192	0	0	0	0	0	0	0	0	-	0.1966	0.1966	0.1966	0.1761	0.1966	0.1966	0.1966	0.1966	0.1966	0.1794	0.1966	0.1966	0.1966	0.1966	0.1966	0.1966	0.1966	0.1966	-	0	0	0.0189	0	0	0	0	0	0.0192	0	0	0	0	0	0	0	0	-	0	0.0189	0	0	0	0	0	0.0192	0	0	0	0	0	0	0	0	-	0.0189	0	0	0	0	0	0.0192	0	0	0	0	0	0	0	0	-	0.0189	0.0189	0.0189	0.0189	0.0189	0	0.0189	0.0189	0.0189	0.0189	0.0189	0.0189	0.0189	0.0189	-	0	0	0	0	0.0192	0	0	0	0	0	0	0	0	-	0	0	0	0.0192	0	0	0	0	0	0	0	0	-	0	0	0.0192	0	0	0	0	0	0	0	0	-	0	0.0192	0	0	0	0	0	0	0	0	-	0.0192	0	0	0	0	0	0	0	0	-	0.0192	0.0192	0.0192	0.0192	0.0192	0.0192	0.0192	0.0192	-	0	0	0	0	0	0	0	-	0	0	0	0	0	0	-	0	0	0	0	0	-	0	0	0	0	-	0	0	0	-	0	0	-	0	-	-
OG0001031	0.0797	0	0.0095	0	0	0.0095	0	0	0	0	0.0289	0.0097	0	0.0096	0	-	0	0.0097	0.0097	-	0.0797	0.0899	0.0797	0.0796	0.0896	0.0797	0.0797	0.0797	0.0797	0.0899	0.0917	0.0797	0.0899	0.0797	-	0.0797	0.0917	0.0917	-	0.0095	0	0	0.0095	0	0	0	0	0.0290	0.0097	0	0.0096	0	-	0	0.0097	0.0097	-	0.0095	0.0095	0.0190	0.0095	0.0095	0.0095	0.0095	0.0386	0.0194	0.0095	0.0191	0.0095	-	0.0095	0.0194	0.0194	-	0	0.0095	0	0	0	0	0.0289	0.0097	0	0.0096	0	-	0	0.0097	0.0097	-	0.0095	0	0	0	0	0.0289	0.0097	0	0.0096	0	-	0	0.0097	0.0097	-	0.0095	0.0095	0.0095	0.0095	0.0385	0.0194	0.0095	0.0191	0.0095	-	0.0095	0.0194	0.0194	-	0	0	0	0.0289	0.0097	0	0.0096	0	-	0	0.0097	0.0097	-	0	0	0.0289	0.0097	0	0.0096	0	-	0	0.0097	0.0097	-	0	0.0289	0.0097	0	0.0096	0	-	0	0.0097	0.0097	-	0.0289	0.0097	0	0.0096	0	-	0	0.0097	0.0097	-	0.0393	0.0289	0.0390	0.0289	-	0.0289	0.0393	0.0393	-	0.0097	0.0195	0.0097	-	0.0097	0	0.0198	-	0.0096	0	-	0	0.0097	0.0097	-	0.0096	-	0.0096	0.0195	0.0195	-	-	0	0.0097	0.0097	-	-	-	-	-	0.0097	0.0097	-	0.0198	-	-
OG0001032	0.0124	0.0062	0	0.0063	0.0062	0	0	0	0	0.0062	0	0	0	0	0	0	0.0063	0	0.0125	0	0.0187	0.0124	0.0189	0.0186	0.0124	0.0124	0.0124	0.0124	0.0187	0.0124	0.0124	0.0124	0.0124	0.0124	0.0124	0.0189	0.0124	0.0252	0.0124	0.0062	0.0125	0.0124	0.0062	0.0062	0.0062	0.0062	0.0124	0.0062	0.0062	0.0062	0.0062	0.0062	0.0062	0.0125	0.0062	0.0062	0.0062	0.0063	0.0062	0	0	0	0	0.0062	0	0	0	0	0	0	0.0063	0	0.0125	0	0.0125	0.0063	0.0063	0.0063	0.0063	0.0125	0.0063	0.0063	0.0063	0.0063	0.0063	0.0063	0.0127	0.0063	0.0190	0.0063	0.0062	0.0062	0.0062	0.0062	0.0124	0.0062	0.0062	0.0062	0.0062	0.0062	0.0062	0.0125	0.0062	0.0188	0.0062	0	0	0	0.0062	0	0	0	0	0	0	0.0063	0	0.0125	0	0	0	0.0062	0	0	0	0	0	0	0.0063	0	0.0125	0	0	0.0062	0	0	0	0	0	0	0.0063	0	0.0125	0	0.0062	0	0	0	0	0	0	0.0063	0	0.0125	0	0.0062	0.0062	0.0062	0.0062	0.0062	0.0062	0.0125	0.0062	0.0188	0.0062	0	0	0	0	0	0.0063	0	0.0125	0	0	0	0	0	0.0063	0	0.0125	0	0	0	0	0.0063	0	0.0125	0	0	0	0.0063	0	0.0125	0	0	0.0063	0	0.0125	0	0.0063	0	0.0125	0	0.0063	0.0190	0.0063	0.0125	0	0.0125
OG0001034	-	-	0.0084	0.0084	0.0126	0.0084	0.0170	0.0084	0.0127	0.0084	-	0.0127	0.0084	0.0084	0.0126	0.0084	0.0084	0.0127	-	0.0084	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0.0042	0	0.0085	0	0.0042	0	-	0.0042	0	0	0.0042	0	0	0.0042	-	0	0.0042	0	0.0085	0	0.0042	0	-	0.0042	0	0	0.0042	0	0	0.0042	-	0	0.0042	0.0127	0.0042	0.0084	0.0042	-	0.0084	0.0042	0.0042	0.0084	0.0042	0.0042	0.0084	-	0.0042	0.0085	0	0.0042	0	-	0.0042	0	0	0.0042	0	0	0.0042	-	0	0.0085	0.0128	0.0085	-	0.0128	0.0085	0.0085	0.0127	0.0085	0.0085	0.0128	-	0.0085	0.0042	0	-	0.0042	0	0	0.0042	0	0	0.0042	-	0	0.0042	-	0.0085	0.0042	0.0042	0.0084	0.0042	0.0042	0.0085	-	0.0042	-	0.0042	0	0	0.0042	0	0	0.0042	-	0	-	-	-	-	-	-	-	-	-	0.0042	0.0042	0.0084	0.0042	0.0042	0	-	0.0042	0	0.0042	0	0	0.0042	-	0	0.0042	0	0	0.0042	-	0	0.0042	0.0042	0.0084	-	0.0042	0	0.0042	-	0	0.0042	-	0	-	0.0042	-
OG0001043	3.4419	3.3761	3.4607	-	3.3675	3.3941	-	3.3812	-	3.4493	3.3843	-	3.4036	3.4031	3.4163	3.4607	3.4229	3.4194	3.4114	3.4165	3.4029	3.4838	-	3.3969	3.4215	-	3.4069	-	3.4669	3.4108	-	3.4310	3.0637	3.4388	3.4838	3.4447	3.4449	3.4358	3.4437	3.4242	-	3.3186	0.7514	-	3.1956	-	2.0416	0.6129	-	0.9591	0.5765	3.3708	3.4242	1.4705	1.2539	3.3640	1.6047	-	3.4193	3.4414	-	3.4288	-	3.4902	3.4327	-	3.4500	3.4502	3.4595	0	3.4660	3.4656	3.4545	3.4612	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.4329	-	3.3269	-	3.4030	3.3296	-	3.3520	3.6269	3.3640	3.4193	3.3711	3.3703	3.3587	3.3661	-	1.5141	-	3.4273	0.6020	-	0.6775	0.3635	3.3904	3.4414	1.6304	1.8165	3.3856	1.7203	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3.4145	3.3349	-	2.7597	2.6491	2.7344	3.4288	3.3779	3.3721	3.3685	3.3811	-	-	-	-	-	-	-	-	-	-	-	3.4168	-	3.4373	3.4358	3.4458	3.4902	3.4518	3.4510	3.4422	3.4497	-	1.1220	0.6146	2.3291	3.4327	1.3623	1.9528	3.3728	2.4842	-	-	-	-	-	-	-	-	1.1764	4.0390	3.4500	1.2355	1.2101	3.3958	1.3724	3.4007	3.4502	1.2479	1.5156	3.3968	1.7414	3.4595	3.4179	3.4146	3.4079	3.4137	3.4660	3.4656	3.4545	3.4612	1.6187	3.4115	1.5743	3.4091	2.2079	3.4086
OG0001048	0.0185	0	0	0	0	-	0	0	0	0.0185	0	0	0	0	0.0185	-	-	0	0	-	0.0185	0.0185	0.0185	0.0185	-	0.0185	0.0185	0.0185	0.0368	0.0185	0.0180	0.0185	0.0185	0.0368	-	-	0.0180	0.0185	-	0	0	0	-	0	0	0	0.0185	0	0	0	0	0.0185	-	-	0	0	-	0	0	-	0	0	0	0.0185	0	0	0	0	0.0185	-	-	0	0	-	0	-	0	0	0	0.0185	0	0	0	0	0.0185	-	-	0	0	-	-	0	0	0	0.0185	0	0	0	0	0.0185	-	-	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0.0185	0	0	0	0	0.0185	-	-	0	0	-	0	0.0185	0	0	0	0	0.0185	-	-	0	0	-	0.0185	0	0	0	0	0.0185	-	-	0	0	-	0.0185	0.0180	0.0185	0.0184	0	-	-	0.0180	0.0184	-	0	0	0	0.0185	-	-	0	0	-	0	0	0.0180	-	-	0	0	-	0	0.0185	-	-	0	0	-	0.0184	-	-	0	0	-	-	-	0.0180	0.0184	-	-	-	-	-	-	-	-	0	-	-
