OG	GCA_000634095__GCA_003210175	GCA_000634095__GCA_003213315	GCA_000634095__GCA_003278775	GCA_000634095__GCA_003280965	GCA_000634095__GCA_902521125	GCA_000634095__GCA_902532695	GCA_000634095__GCA_902539515	GCA_000634095__GCA_902543475	GCA_000634095__GCA_902580925	GCA_000634095__GCA_902595155	GCA_000634095__GCA_902596215	GCA_000634095__GCA_902611085	GCA_000634095__GCA_902614405	GCA_000634095__GCA_902614465	GCA_000634095__GCA_902616055	GCA_000634095__GCA_902621495	GCA_000634095__GCA_902624115	GCA_003210175__GCA_003213315	GCA_003210175__GCA_003278775	GCA_003210175__GCA_003280965	GCA_003210175__GCA_902521125	GCA_003210175__GCA_902532695	GCA_003210175__GCA_902539515	GCA_003210175__GCA_902543475	GCA_003210175__GCA_902580925	GCA_003210175__GCA_902595155	GCA_003210175__GCA_902596215	GCA_003210175__GCA_902611085	GCA_003210175__GCA_902614405	GCA_003210175__GCA_902614465	GCA_003210175__GCA_902616055	GCA_003210175__GCA_902621495	GCA_003210175__GCA_902624115	GCA_003213315__GCA_003278775	GCA_003213315__GCA_003280965	GCA_003213315__GCA_902521125	GCA_003213315__GCA_902532695	GCA_003213315__GCA_902539515	GCA_003213315__GCA_902543475	GCA_003213315__GCA_902580925	GCA_003213315__GCA_902595155	GCA_003213315__GCA_902596215	GCA_003213315__GCA_902611085	GCA_003213315__GCA_902614405	GCA_003213315__GCA_902614465	GCA_003213315__GCA_902616055	GCA_003213315__GCA_902621495	GCA_003213315__GCA_902624115	GCA_003278775__GCA_003280965	GCA_003278775__GCA_902521125	GCA_003278775__GCA_902532695	GCA_003278775__GCA_902539515	GCA_003278775__GCA_902543475	GCA_003278775__GCA_902580925	GCA_003278775__GCA_902595155	GCA_003278775__GCA_902596215	GCA_003278775__GCA_902611085	GCA_003278775__GCA_902614405	GCA_003278775__GCA_902614465	GCA_003278775__GCA_902616055	GCA_003278775__GCA_902621495	GCA_003278775__GCA_902624115	GCA_003280965__GCA_902521125	GCA_003280965__GCA_902532695	GCA_003280965__GCA_902539515	GCA_003280965__GCA_902543475	GCA_003280965__GCA_902580925	GCA_003280965__GCA_902595155	GCA_003280965__GCA_902596215	GCA_003280965__GCA_902611085	GCA_003280965__GCA_902614405	GCA_003280965__GCA_902614465	GCA_003280965__GCA_902616055	GCA_003280965__GCA_902621495	GCA_003280965__GCA_902624115	GCA_902521125__GCA_902532695	GCA_902521125__GCA_902539515	GCA_902521125__GCA_902543475	GCA_902521125__GCA_902580925	GCA_902521125__GCA_902595155	GCA_902521125__GCA_902596215	GCA_902521125__GCA_902611085	GCA_902521125__GCA_902614405	GCA_902521125__GCA_902614465	GCA_902521125__GCA_902616055	GCA_902521125__GCA_902621495	GCA_902521125__GCA_902624115	GCA_902532695__GCA_902539515	GCA_902532695__GCA_902543475	GCA_902532695__GCA_902580925	GCA_902532695__GCA_902595155	GCA_902532695__GCA_902596215	GCA_902532695__GCA_902611085	GCA_902532695__GCA_902614405	GCA_902532695__GCA_902614465	GCA_902532695__GCA_902616055	GCA_902532695__GCA_902621495	GCA_902532695__GCA_902624115	GCA_902539515__GCA_902543475	GCA_902539515__GCA_902580925	GCA_902539515__GCA_902595155	GCA_902539515__GCA_902596215	GCA_902539515__GCA_902611085	GCA_902539515__GCA_902614405	GCA_902539515__GCA_902614465	GCA_902539515__GCA_902616055	GCA_902539515__GCA_902621495	GCA_902539515__GCA_902624115	GCA_902543475__GCA_902580925	GCA_902543475__GCA_902595155	GCA_902543475__GCA_902596215	GCA_902543475__GCA_902611085	GCA_902543475__GCA_902614405	GCA_902543475__GCA_902614465	GCA_902543475__GCA_902616055	GCA_902543475__GCA_902621495	GCA_902543475__GCA_902624115	GCA_902580925__GCA_902595155	GCA_902580925__GCA_902596215	GCA_902580925__GCA_902611085	GCA_902580925__GCA_902614405	GCA_902580925__GCA_902614465	GCA_902580925__GCA_902616055	GCA_902580925__GCA_902621495	GCA_902580925__GCA_902624115	GCA_902595155__GCA_902596215	GCA_902595155__GCA_902611085	GCA_902595155__GCA_902614405	GCA_902595155__GCA_902614465	GCA_902595155__GCA_902616055	GCA_902595155__GCA_902621495	GCA_902595155__GCA_902624115	GCA_902596215__GCA_902611085	GCA_902596215__GCA_902614405	GCA_902596215__GCA_902614465	GCA_902596215__GCA_902616055	GCA_902596215__GCA_902621495	GCA_902596215__GCA_902624115	GCA_902611085__GCA_902614405	GCA_902611085__GCA_902614465	GCA_902611085__GCA_902616055	GCA_902611085__GCA_902621495	GCA_902611085__GCA_902624115	GCA_902614405__GCA_902614465	GCA_902614405__GCA_902616055	GCA_902614405__GCA_902621495	GCA_902614405__GCA_902624115	GCA_902614465__GCA_902616055	GCA_902614465__GCA_902621495	GCA_902614465__GCA_902624115	GCA_902616055__GCA_902621495	GCA_902616055__GCA_902624115	GCA_902621495__GCA_902624115
OG0001319	0.0345	-	-	0.2533	0	0.2722	0	0.0111	0.2719	0.0345	0	0.2611	0	-	0	0.0346	-	-	-	0.2768	0.0345	0.2956	0.0345	0.0471	0.2953	0	0.0345	0.3259	0.0345	-	0.0345	0.0234	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.2533	0.0674	0.2533	0.2743	0.0673	0.2768	0.2533	0.2623	0.2533	-	0.2533	0.2778	-	0.2722	0	0.0111	0.2719	0.0345	0	0.2611	0	-	0	0.0346	-	0.2722	0.2929	0	0.2956	0.2722	0.2809	0.2722	-	0.2722	0.2964	-	0.0111	0.2719	0.0345	0	0.2611	0	-	0	0.0346	-	0.2926	0.0471	0.0111	0.2835	0.0111	-	0.0111	0.0472	-	0.2953	0.2719	0.2805	0.2719	-	0.2719	0.2961	-	0.0345	0.3259	0.0345	-	0.0345	0.0234	-	0.2611	0	-	0	0.0346	-	0.2611	-	0.2611	0.3267	-	-	0	0.0346	-	-	-	-	0.0346	-	-
OG0001321	0.0219	0.0218	0.0457	0	0.0218	-	0.0218	0.0218	0.0219	-	0.0218	0.0218	-	0.0218	0.0218	0.0449	0.0219	0	0.0224	0.0219	0	-	0	0	0	-	0	0	-	0	0	0.0220	0	0.0222	0.0218	0	-	0	0	0	-	0	0	-	0	0	0.0219	0	0.0457	0.0222	-	0.0222	0.0222	0.0224	-	0.0222	0.0222	-	0.0222	0.0222	0.0459	0.0224	0.0218	-	0.0218	0.0218	0.0219	-	0.0218	0.0218	-	0.0218	0.0218	0.0449	0.0219	-	0	0	0	-	0	0	-	0	0	0.0219	0	-	-	-	-	-	-	-	-	-	-	-	0	0	-	0	0	-	0	0	0.0219	0	0	-	0	0	-	0	0	0.0219	0	-	0	0	-	0	0	0.0220	0	-	-	-	-	-	-	-	0	-	0	0	0.0219	0	-	0	0	0.0219	0	-	-	-	-	0	0.0219	0	0.0219	0	0.0220
OG0001322	0.1331	0	0.1331	0.0274	0	-	0	-	0.1588	0.1331	0	0.0273	0	-	0	0	0.1331	0.1331	0	0.1653	0.1331	-	0.1331	-	0.0229	0	0.1331	0.1651	0.1331	-	0.1331	0.1325	0	0.1331	0.0274	0	-	0	-	0.1588	0.1331	0	0.0273	0	-	0	0	0.1331	0.1653	0.1331	-	0.1331	-	0.0229	0	0.1331	0.1651	0.1331	-	0.1331	0.1325	0	0.0274	-	0.0274	-	0.1918	0.1653	0.0274	0.0570	0.0274	-	0.0274	0.0272	0.1653	-	0	-	0.1588	0.1331	0	0.0273	0	-	0	0	0.1331	-	-	-	-	-	-	-	-	-	-	-	-	0.1588	0.1331	0	0.0273	0	-	0	0	0.1331	-	-	-	-	-	-	-	-	-	0.0229	0.1588	0.1915	0.1588	-	0.1588	0.1581	0.0229	0.1331	0.1651	0.1331	-	0.1331	0.1325	0	0.0273	0	-	0	0	0.1331	0.0273	-	0.0273	0.0272	0.1651	-	0	0	0.1331	-	-	-	0	0.1331	0.1325
OG0001323	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0305	-	0.0075	0.0305	0	0.0305	-	-	0	0.0305	0.5550	0.0075	0.0305	0.0384	0.5980	0.0075	-	0.0381	0	0.0305	0	-	-	0.0305	0	0.5493	0.0382	0	0.0075	0.5915	0.0381	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0381	0.0075	0.0381	-	-	0.0075	0.0381	0.5655	0	0.0381	0.0460	0.6089	0.0150	0.0305	0	-	-	0.0305	0	0.5493	0.0382	0	0.0075	0.5915	0.0381	0.0305	-	-	0	0.0305	0.5550	0.0075	0.0305	0.0384	0.5980	0.0075	-	-	0.0305	0	0.5493	0.0382	0	0.0075	0.5915	0.0381	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0305	0.5550	0.0075	0.0305	0.0384	0.5980	0.0075	0.5493	0.0382	0	0.0075	0.5915	0.0381	0.5676	0.5493	0.5660	0.0160	0.5657	0.0382	0.0461	0.6112	0.0150	0.0075	0.5915	0.0381	0.6095	0.0459	0.6089
OG0001325	0	0	0	0	0	0	0	0	0	0	0	-	-	-	0	-	0	0	0	0	0	0	0	0	0	0	0	-	-	-	0	-	0	0	0	0	0	0	0	0	0	0	-	-	-	0	-	0	0	0	0	0	0	0	0	0	-	-	-	0	-	0	0	0	0	0	0	0	0	-	-	-	0	-	0	0	0	0	0	0	0	-	-	-	0	-	0	0	0	0	0	0	-	-	-	0	-	0	0	0	0	0	-	-	-	0	-	0	0	0	0	-	-	-	0	-	0	0	0	-	-	-	0	-	0	0	-	-	-	0	-	0	-	-	-	0	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	0	-
OG0001326	0.0065	-	-	0	0	0.0065	0	0	0	0.0065	0	0	0	-	0	0.0194	-	-	-	0.0065	0.0065	0.0130	0.0065	0.0065	0.0065	0	0.0065	0.0065	0.0065	-	0.0065	0.0129	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0.0065	0	0	0	0.0065	0	0	0	-	0	0.0194	-	0.0065	0	0	0	0.0065	0	0	0	-	0	0.0194	-	0.0065	0.0065	0.0064	0.0130	0.0065	0.0065	0.0065	-	0.0065	0.0261	-	0	0	0.0065	0	0	0	-	0	0.0194	-	0	0.0065	0	0	0	-	0	0.0194	-	0.0065	0	0	0	-	0	0.0194	-	0.0065	0.0065	0.0065	-	0.0065	0.0129	-	0	0	-	0	0.0194	-	0	-	0	0.0194	-	-	0	0.0194	-	-	-	-	0.0194	-	-
OG0001329	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0	0	-	0	0	0	0	0	-	0	0.0264	0.0274	0.0811	0	0	0	0	-	0	0	0	0	0	-	0	0.0264	0.0274	0.0811	0	0	0	-	0	0	0	0	0	-	0	0.0264	0.0274	0.0811	0	0	-	0	0	0	0	0	-	0	0.0264	0.0274	0.0811	0	-	0	0	0	0	0	-	0	0.0264	0.0274	0.0811	0	-	-	-	-	-	-	-	-	-	-	-	0	0	0	0	-	0	0.0264	0.0274	0.0811	0	0	0	0	-	0	0.0264	0.0274	0.0811	0	0	0	-	0	0.0264	0.0274	0.0811	0	0	-	0	0.0264	0.0274	0.0811	0	-	0	0.0264	0.0274	0.0811	0	-	-	-	-	-	0.0264	0.0274	0.0811	0	0.0551	0.1091	0.0264	0.1133	0.0274	0.0811
OG0001330	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0130	-	0	0	0	-	0	-	0	0	0	0	0	0	0.0131	0	-	0.0130	0.0130	0.0130	-	0.0130	-	0.0130	0.0130	0.0130	0.0131	0.0130	0.0130	0.0262	0.0130	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	-	0	-	0	0	0	0	0	0	0.0131	0	0	-	0	-	0	0	0	0	0	0	0.0131	0	-	0	-	0	0	0	0	0	0	0.0131	0	-	-	-	-	-	-	-	-	-	-	-	0	0	0	0	0	0	0.0131	0	-	-	-	-	-	-	-	-	0	0	0	0	0	0.0131	0	0	0	0	0	0.0131	0	0	0	0	0.0131	0	0	0	0.0131	0	0	0.0131	0	0.0131	0	0.0131
OG0001331	0	-	0.0185	0	0	0.0367	0	0	0.0177	-	0	-	-	0	0	0.0183	-	-	0.0185	0	0	0.0367	0	0	0.0177	-	0	-	-	0	0	0.0183	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0185	0.0185	0.0574	0.0185	0.0185	0.0367	-	0.0185	-	-	0.0185	0.0185	0.0379	-	0	0.0367	0	0	0.0177	-	0	-	-	0	0	0.0183	-	0.0367	0	0	0.0177	-	0	-	-	0	0	0.0183	-	0.0367	0.0367	0.0545	-	0.0367	-	-	0.0367	0.0367	0.0563	-	0	0.0177	-	0	-	-	0	0	0.0183	-	0.0177	-	0	-	-	0	0	0.0183	-	-	0.0177	-	-	0.0177	0.0177	0.0363	-	-	-	-	-	-	-	-	-	-	0	0	0.0183	-	-	-	-	-	-	-	-	-	-	0	0.0183	-	0.0183	-	-
OG0001332	0.0129	-	0.0259	0.0264	0.0256	0.0128	0.0256	0.0256	0.0129	-	0.0256	-	-	0.0256	0.0256	0.0690	-	-	0.0132	0.0134	0.0130	0	0.0130	0.0130	0	-	0.0130	-	-	0.0130	0.0130	0.0558	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0270	0.0261	0.0131	0.0261	0.0261	0.0132	-	0.0261	-	-	0.0261	0.0261	0.0699	-	0.0266	0.0134	0.0266	0.0266	0.0134	-	0.0266	-	-	0.0266	0.0266	0.0722	-	0.0129	0	0	0.0130	-	0	-	-	0	0	0.0696	-	0.0129	0.0129	0	-	0.0129	-	-	0.0129	0.0129	0.0557	-	0	0.0130	-	0	-	-	0	0	0.0696	-	0.0130	-	0	-	-	0	0	0.0696	-	-	0.0130	-	-	0.0130	0.0130	0.0558	-	-	-	-	-	-	-	-	-	-	0	0	0.0696	-	-	-	-	-	-	-	-	-	-	0	0.0696	-	0.0696	-	-
OG0001333	0	0	0	0	0	0	0	0	0	0	-	-	-	-	0	-	0	0	0	0	0	0	0	0	0	0	-	-	-	-	0	-	0	0	0	0	0	0	0	0	0	-	-	-	-	0	-	0	0	0	0	0	0	0	0	-	-	-	-	0	-	0	0	0	0	0	0	0	-	-	-	-	0	-	0	0	0	0	0	0	-	-	-	-	0	-	0	0	0	0	0	-	-	-	-	0	-	0	0	0	0	-	-	-	-	0	-	0	0	0	-	-	-	-	0	-	0	0	-	-	-	-	0	-	0	-	-	-	-	0	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	-
OG0001334	0.0099	-	-	0.0519	0.0304	0.0099	0.0304	0.0304	0.0100	0.0300	0.0304	0.0199	0	-	0.0405	0.0954	0.0099	-	-	0.0635	0.0411	0.0202	0.0411	0.0411	0.0202	0.0201	0.0411	0.0303	0.0099	-	0.0515	0.1080	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0631	0.0635	0.0631	0.0631	0.0416	0.0846	0.0631	0.0307	0.0519	-	0.0738	0.1328	0.0635	0.0412	0	0	0.0204	0.0620	0	0.0305	0.0304	-	0.0100	0.0746	0.0411	0.0412	0.0412	0.0202	0.0406	0.0412	0.0303	0.0099	-	0.0515	0.1080	0.0202	0	0.0204	0.0620	0	0.0305	0.0304	-	0.0100	0.0746	0.0411	0.0204	0.0620	0	0.0305	0.0304	-	0.0100	0.0746	0.0411	0.0408	0.0204	0.0100	0.0100	-	0.0305	0.0849	0.0202	0.0620	0.0510	0.0300	-	0.0723	0.1299	0.0201	0.0305	0.0304	-	0.0100	0.0746	0.0411	0.0199	-	0.0407	0.0958	0.0303	-	0.0405	0.0954	0.0099	-	-	-	0.0856	0.0515	0.1080
OG0001336	0.0130	0	-	0.0133	-	0	0	0	0.0553	-	0	0.0831	0	-	0	-	0.0130	0.0128	-	0.0264	-	0.0130	0.0130	0.0128	0.0687	-	0.0130	0.0957	0.0130	-	0.0130	-	0	-	0.0131	-	0	0	0	0.0541	-	0	0.0815	0	-	0	-	0.0128	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0133	0.0133	0.0131	0.0411	-	0.0133	0.0977	0.0133	-	0.0133	-	0.0264	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0.0551	-	0	0.0830	0	-	0	-	0.0130	0	0.0551	-	0	0.0830	0	-	0	-	0.0130	0.0541	-	0	0.0815	0	-	0	-	0.0128	-	0.0551	0.1419	0.0552	-	0.0551	-	0.0687	-	-	-	-	-	-	-	0.0830	0	-	0	-	0.0130	0.0831	-	0.0830	-	0.0957	-	0	-	0.0130	-	-	-	-	0.0130	-
OG0001341	0.0091	0.0233	0	0.0046	-	0.0279	0.0139	0.0139	-	-	0.0139	0.0230	0	0.0139	0.0139	-	0.0091	0.0377	0.0092	0.0139	-	0.0185	0.0281	0.0281	-	-	0.0281	0.0371	0.0091	0.0281	0.0281	-	0	0.0283	0.0332	-	0.0576	0.0094	0.0094	-	-	0.0094	0.0186	0.0233	0.0094	0.0094	-	0.0377	0.0046	-	0.0233	0.0188	0.0188	-	-	0.0188	0.0279	0	0.0188	0.0188	-	0.0092	-	0.0329	0.0236	0.0236	-	-	0.0236	0.0327	0.0046	0.0236	0.0236	-	0.0139	-	-	-	-	-	-	-	-	-	-	-	-	0.0478	0.0478	-	-	0.0478	0.0567	0.0279	0.0478	0.0478	-	0.0185	0	-	-	0	0.0092	0.0139	0	0	-	0.0281	-	-	0	0.0092	0.0139	0	0	-	0.0281	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0092	0.0139	0	0	-	0.0281	0.0230	0.0092	0.0092	-	0.0371	0.0139	0.0139	-	0.0091	0	-	0.0281	-	0.0281	-
OG0001342	0	-	-	0.0289	0	0	0	0	0	0	0	0	0	-	0	0.0293	0	-	-	0.0289	0	0	0	0	0	0	0	0	0	-	0	0.0293	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0289	0.0289	0.0289	0.0289	0.0284	0.0289	0.0289	0.0289	0.0289	-	0.0289	0	0.0289	0	0	0	0	0	0	0	0	-	0	0.0293	0	0	0	0	0	0	0	0	-	0	0.0293	0	0	0	0	0	0	0	-	0	0.0293	0	0	0	0	0	0	-	0	0.0293	0	0	0	0	0	-	0	0.0287	0	0	0	0	-	0	0.0293	0	0	0	-	0	0.0293	0	0	-	0	0.0293	0	-	0	0.0293	0	-	-	-	0.0293	0	0.0293
OG0001343	0.0073	-	-	2.6666	0.0146	3.6992	0.0222	0.0147	3.6992	0.0073	0.0146	0.3612	0	-	0.0146	0.0146	-	-	-	2.1156	0.0219	3.7038	0.0295	0.0220	3.7038	0	0.0219	0.3694	0.0073	-	0.0219	0.0072	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.7727	0.3127	2.9074	1.8199	0.3127	2.1539	1.7727	1.4390	2.6666	-	1.7725	2.5492	-	3.7061	0.0072	0	3.7061	0.0220	0	0.3585	0.0146	-	0	0.0293	-	3.7022	3.7027	0	3.7019	3.7061	2.3229	3.6992	-	3.7061	3.7054	-	0.0073	3.7022	0.0296	0.0072	0.3480	0.0222	-	0.0072	0.0371	-	3.7027	0.0221	0	0.3606	0.0147	-	0	0.0294	-	3.7019	3.7061	2.3229	3.6992	-	3.7061	3.7054	-	0.0220	0.3704	0.0073	-	0.0220	0.0073	-	0.3585	0.0146	-	0	0.0293	-	0.3612	-	0.3585	0.3553	-	-	0.0146	0.0146	-	-	-	-	0.0293	-	-
OG0001348	-	0.0238	-	0.0118	0.0238	0.0917	-	-	0.0484	0.0782	0.0238	-	0	0.0238	0.0239	0.0914	0.0782	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0356	0	0.0632	-	-	0.0236	0.0503	0	-	0.0238	0	0	0.0631	0.0503	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0356	0.1050	-	-	0.0603	0.0913	0.0356	-	0.0118	0.0356	0.0358	0.1045	0.0913	0.0632	-	-	0.0236	0.0503	0	-	0.0238	0	0	0.0631	0.0503	-	-	0.0632	0.0126	0.0632	-	0.0917	0.0632	0.0636	0.0254	0.0126	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0504	0.0236	-	0.0484	0.0236	0.0237	0.0632	0.0504	0.0503	-	0.0782	0.0503	0.0506	0.0127	0	-	0.0238	0	0	0.0631	0.0503	-	-	-	-	-	0.0238	0.0239	0.0914	0.0782	0	0.0631	0.0503	0.0635	0.0506	0.0127
OG0001349	0	0.0247	0.0247	0	0.0247	0	0.0247	0.0247	0.0247	0	0.0247	-	0	0.0524	-	-	0	0.0247	0.0247	0	0.0247	0	0.0247	0.0247	0.0247	0	0.0247	-	0	0.0524	-	-	0	0	0.0247	0	0.0247	0	0	0	0.0247	0	-	0.0247	0.0258	-	-	0.0247	0.0247	0	0.0247	0	0	0	0.0247	0	-	0.0247	0.0259	-	-	0.0247	0.0247	0	0.0247	0.0247	0.0247	0	0.0247	-	0	0.0524	-	-	0	0.0247	0	0	0	0.0247	0	-	0.0247	0.0258	-	-	0.0247	0.0247	0.0247	0.0247	0	0.0247	-	0	0.0524	-	-	0	0	0	0.0247	0	-	0.0247	0.0258	-	-	0.0247	0	0.0247	0	-	0.0247	0.0258	-	-	0.0247	0.0247	0	-	0.0247	0.0259	-	-	0.0247	0.0247	-	0	0.0524	-	-	0	-	0.0247	0.0258	-	-	0.0247	-	-	-	-	-	0.0524	-	-	0	-	-	0.0524	-	-	-
OG0001350	0.0080	0.0242	0.0080	0.0080	0.0242	0.0159	0.0242	0.0242	0.0159	0.0080	0.0242	-	0	0.0242	-	-	0.0080	0.0160	0	0.0160	0.0160	0.0079	0.0160	0.0160	0.0079	0	0.0160	-	0.0080	0.0160	-	-	0	0.0160	0.0326	0	0.0241	0	0	0.0240	0.0160	0	-	0.0242	0	-	-	0.0160	0.0160	0.0160	0.0079	0.0160	0.0160	0.0079	0	0.0160	-	0.0080	0.0160	-	-	0	0.0326	0.0241	0.0326	0.0326	0.0240	0.0160	0.0326	-	0.0080	0.0326	-	-	0.0160	0.0241	0	0	0.0240	0.0160	0	-	0.0242	0	-	-	0.0160	0.0241	0.0241	0.0158	0.0079	0.0241	-	0.0159	0.0241	-	-	0.0079	0	0.0240	0.0160	0	-	0.0242	0	-	-	0.0160	0.0240	0.0160	0	-	0.0242	0	-	-	0.0160	0.0079	0.0240	-	0.0159	0.0240	-	-	0.0079	0.0160	-	0.0080	0.0160	-	-	0	-	0.0242	0	-	-	0.0160	-	-	-	-	-	0.0242	-	-	0.0080	-	-	0.0160	-	-	-
OG0001355	0	0.0131	0	0	-	0	0.0131	0.0131	-	0	0.0131	0.0131	0	0.0131	0.0131	-	0	0.0131	0	0	-	0	0.0131	0.0131	-	0	0.0131	0.0131	0	0.0131	0.0131	-	0	0.0131	0.0131	-	0.0131	0	0	-	0.0131	0	0	0.0131	0	0	-	0.0131	0	-	0	0.0131	0.0131	-	0	0.0131	0.0131	0	0.0131	0.0131	-	0	-	0	0.0131	0.0131	-	0	0.0131	0.0131	0	0.0131	0.0131	-	0	-	-	-	-	-	-	-	-	-	-	-	-	0.0131	0.0131	-	0	0.0131	0.0131	0	0.0131	0.0131	-	0	0	-	0.0131	0	0	0.0131	0	0	-	0.0131	-	0.0131	0	0	0.0131	0	0	-	0.0131	-	-	-	-	-	-	-	-	0.0131	0.0131	0	0.0131	0.0131	-	0	0	0.0131	0	0	-	0.0131	0.0131	0	0	-	0.0131	0.0131	0.0131	-	0	0	-	0.0131	-	0.0131	-
OG0001356	0.0091	0.0183	0.0270	0.0184	-	0.0091	0.0183	0.0183	0.0091	0.0091	-	0.0181	0	-	0.0184	0.0490	0.0091	0.0092	0.0181	0.0093	-	0	0.0092	0.0092	0	0	-	0.0091	0.0091	-	0.0093	0.0397	0	0.0273	0.0187	-	0.0092	0	0	0.0092	0.0092	-	0.0184	0.0183	-	0.0187	0.0496	0.0092	0.0277	-	0.0181	0.0273	0.0273	0.0181	0.0181	-	0.0271	0.0270	-	0.0277	0.0582	0.0181	-	0.0093	0.0187	0.0187	0.0093	0.0093	-	0.0186	0.0184	-	0.0189	0.0503	0.0093	-	-	-	-	-	-	-	-	-	-	-	-	0.0092	0.0092	0	0	-	0.0091	0.0091	-	0.0093	0.0397	0	0	0.0092	0.0092	-	0.0184	0.0183	-	0.0187	0.0496	0.0092	0.0092	0.0092	-	0.0184	0.0183	-	0.0187	0.0496	0.0092	0	-	0.0091	0.0091	-	0.0093	0.0397	0	-	0.0091	0.0091	-	0.0093	0.0397	0	-	-	-	-	-	-	0.0181	-	0.0186	0.0492	0.0091	-	0.0184	0.0490	0.0091	-	-	-	0.0503	0.0093	0.0397
OG0001357	0.0589	-	0.1530	0.0291	0.0292	0.0280	0.0292	0.0292	0	0.0589	0.0292	0.0830	-	0.0292	0.0292	0.0939	0.0589	-	0.0884	0.0924	0.0293	0.0878	0.0293	0.0293	0.0589	0	0.0293	0.0839	-	0.0293	0.0293	0.0303	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.1555	0.1224	0.1831	0.1224	0.1224	0.1530	0.0884	0.1224	0.1853	-	0.1224	0.1224	0.1256	0.0884	0.0606	0.0580	0.0606	0.0606	0.0291	0.0924	0.0606	0.1191	-	0.0606	0.0606	0.1309	0.0924	0.0584	0	0	0.0292	0.0293	0	0.0517	-	0	0	0.0626	0.0293	0.0584	0.0584	0.0280	0.0878	0.0584	0.1139	-	0.0584	0.0584	0.1248	0.0878	0	0.0292	0.0293	0	0.0517	-	0	0	0.0626	0.0293	0.0292	0.0293	0	0.0517	-	0	0	0.0626	0.0293	0.0589	0.0292	0.0830	-	0.0292	0.0292	0.0939	0.0589	0.0293	0.0839	-	0.0293	0.0293	0.0303	0	0.0517	-	0	0	0.0626	0.0293	-	0.0517	0.0517	0.1230	0.0839	-	-	-	-	0	0.0626	0.0293	0.0626	0.0293	0.0303
OG0001358	-	0.3439	-	0.0043	-	0.3377	0.3504	0.3439	0.3208	0.3312	0.3439	0.3502	0	-	0.3439	-	0.3377	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.3503	-	0.0126	0.0041	0	0.0423	0.0169	0	0.0041	0.3439	-	0	-	0.0126	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.3441	0.3569	0.3503	0.3271	0.3375	0.3503	0.3567	0.0043	-	0.3503	-	0.3441	-	-	-	-	-	-	-	-	-	-	-	-	0.0168	0.0126	0.0381	0.0042	0.0126	0.0168	0.3377	-	0.0126	-	0	0.0041	0.0467	0.0212	0.0041	0.0083	0.3504	-	0.0041	-	0.0168	0.0423	0.0169	0	0.0041	0.3439	-	0	-	0.0126	0.0426	0.0423	0.0466	0.3208	-	0.0423	-	0.0381	0.0169	0.0212	0.3312	-	0.0169	-	0.0042	0.0041	0.3439	-	0	-	0.0126	0.3502	-	0.0041	-	0.0168	-	0.3439	-	0.3377	-	-	-	-	0.0126	-
